scene,timestamp,cam,name,level,severity,source,inherited_from
scene_0,1782614376.180151939,cam4,1782614376.180151939.png,1,轻度,manual,
scene_0,1782614376.180151939,cam5,1782614376.180151939.png,1,轻度,inherited,1782614375.924292803
scene_0,1782614376.442756176,cam0,1782614376.442756176.png,1,轻度,inherited,1782614376.180151939
scene_0,1782614376.442756176,cam3,1782614376.442756176.png,1,轻度,inherited,1782614376.180151939
scene_0,1782614376.442756176,cam4,1782614376.442756176.png,1,轻度,inherited,1782614376.180151939
scene_0,1782614376.442756176,cam5,1782614376.442756176.png,1,轻度,inherited,1782614376.180151939
scene_0,1782614376.708927393,cam0,1782614376.708927393.png,1,轻度,inherited,1782614376.442756176
scene_0,1782614376.708927393,cam3,1782614376.708927393.png,1,轻度,inherited,1782614376.442756176
scene_0,1782614376.708927393,cam4,1782614376.708927393.png,1,轻度,inherited,1782614376.442756176
scene_0,1782614376.708927393,cam5,1782614376.708927393.png,1,轻度,inherited,1782614376.442756176
scene_0,1782614376.968405724,cam0,1782614376.968405724.png,1,轻度,inherited,1782614376.708927393
scene_0,1782614376.968405724,cam3,1782614376.968405724.png,1,轻度,inherited,1782614376.708927393
scene_0,1782614376.968405724,cam4,1782614376.968405724.png,1,轻度,inherited,1782614376.708927393
scene_0,1782614376.968405724,cam5,1782614376.968405724.png,1,轻度,inherited,1782614376.708927393
scene_0,1782614377.223836660,cam0,1782614377.223836660.png,1,轻度,inherited,1782614376.968405724
scene_0,1782614377.223836660,cam3,1782614377.223836660.png,1,轻度,inherited,1782614376.968405724
scene_0,1782614377.223836660,cam4,1782614377.223836660.png,1,轻度,inherited,1782614376.968405724
scene_0,1782614377.223836660,cam5,1782614377.223836660.png,1,轻度,inherited,1782614376.968405724
scene_0,1782614377.479874849,cam0,1782614377.479874849.png,1,轻度,inherited,1782614377.223836660
scene_0,1782614377.479874849,cam3,1782614377.479874849.png,1,轻度,inherited,1782614377.223836660
scene_0,1782614377.479874849,cam4,1782614377.479874849.png,1,轻度,inherited,1782614377.223836660
scene_0,1782614377.479874849,cam5,1782614377.479874849.png,1,轻度,inherited,1782614377.223836660
scene_0,1782614377.734517574,cam0,1782614377.734517574.png,1,轻度,inherited,1782614377.479874849
scene_0,1782614377.734517574,cam3,1782614377.734517574.png,1,轻度,inherited,1782614377.479874849
scene_0,1782614377.734517574,cam4,1782614377.734517574.png,1,轻度,inherited,1782614377.479874849
scene_0,1782614377.734517574,cam5,1782614377.734517574.png,1,轻度,inherited,1782614377.479874849
scene_0,1782614377.991646051,cam0,1782614377.991646051.png,1,轻度,inherited,1782614377.734517574
scene_0,1782614377.991646051,cam3,1782614377.991646051.png,1,轻度,inherited,1782614377.734517574
scene_0,1782614377.991646051,cam4,1782614377.991646051.png,1,轻度,inherited,1782614377.734517574
scene_0,1782614377.991646051,cam5,1782614377.991646051.png,1,轻度,inherited,1782614377.734517574
scene_0,1782614378.244795084,cam0,1782614378.244795084.png,1,轻度,inherited,1782614377.991646051
scene_0,1782614378.244795084,cam3,1782614378.244795084.png,1,轻度,inherited,1782614377.991646051
scene_0,1782614378.244795084,cam4,1782614378.244795084.png,1,轻度,inherited,1782614377.991646051
scene_0,1782614378.244795084,cam5,1782614378.244795084.png,1,轻度,inherited,1782614377.991646051
scene_0,1782614378.501720667,cam0,1782614378.501720667.png,1,轻度,inherited,1782614378.244795084
scene_0,1782614378.501720667,cam3,1782614378.501720667.png,1,轻度,inherited,1782614378.244795084
scene_0,1782614378.501720667,cam4,1782614378.501720667.png,1,轻度,inherited,1782614378.244795084
scene_0,1782614378.761646032,cam0,1782614378.761646032.png,1,轻度,inherited,1782614378.501720667
scene_0,1782614378.761646032,cam3,1782614378.761646032.png,1,轻度,inherited,1782614378.501720667
scene_0,1782614378.761646032,cam4,1782614378.761646032.png,1,轻度,inherited,1782614378.501720667
scene_0,1782614379.013887405,cam0,1782614379.013887405.png,1,轻度,inherited,1782614378.761646032
scene_0,1782614379.013887405,cam3,1782614379.013887405.png,1,轻度,inherited,1782614378.761646032
scene_0,1782614379.013887405,cam4,1782614379.013887405.png,1,轻度,inherited,1782614378.761646032
scene_0,1782614379.268167019,cam0,1782614379.268167019.png,1,轻度,inherited,1782614379.013887405
scene_0,1782614379.268167019,cam3,1782614379.268167019.png,1,轻度,inherited,1782614379.013887405
scene_0,1782614379.268167019,cam4,1782614379.268167019.png,1,轻度,inherited,1782614379.013887405
scene_0,1782614379.522442102,cam0,1782614379.522442102.png,1,轻度,inherited,1782614379.268167019
scene_0,1782614379.522442102,cam3,1782614379.522442102.png,1,轻度,inherited,1782614379.268167019
scene_0,1782614379.522442102,cam4,1782614379.522442102.png,1,轻度,inherited,1782614379.268167019
scene_0,1782614379.775811434,cam0,1782614379.775811434.png,1,轻度,inherited,1782614379.522442102
scene_0,1782614379.775811434,cam3,1782614379.775811434.png,1,轻度,inherited,1782614379.522442102
scene_0,1782614379.775811434,cam4,1782614379.775811434.png,1,轻度,inherited,1782614379.522442102
scene_0,1782614380.025964022,cam0,1782614380.025964022.png,1,轻度,inherited,1782614379.775811434
scene_0,1782614380.025964022,cam3,1782614380.025964022.png,1,轻度,inherited,1782614379.775811434
scene_0,1782614380.025964022,cam4,1782614380.025964022.png,1,轻度,inherited,1782614379.775811434
scene_0,1782614380.275265694,cam0,1782614380.275265694.png,1,轻度,inherited,1782614380.025964022
scene_0,1782614380.275265694,cam3,1782614380.275265694.png,1,轻度,inherited,1782614380.025964022
scene_0,1782614380.275265694,cam4,1782614380.275265694.png,1,轻度,inherited,1782614380.025964022
scene_0,1782614380.528148174,cam0,1782614380.528148174.png,1,轻度,inherited,1782614380.275265694
scene_0,1782614380.528148174,cam3,1782614380.528148174.png,1,轻度,inherited,1782614380.275265694
scene_0,1782614380.528148174,cam4,1782614380.528148174.png,1,轻度,inherited,1782614380.275265694
scene_0,1782614380.786371231,cam0,1782614380.786371231.png,1,轻度,inherited,1782614380.528148174
scene_0,1782614380.786371231,cam3,1782614380.786371231.png,1,轻度,inherited,1782614380.528148174
scene_0,1782614380.786371231,cam4,1782614380.786371231.png,1,轻度,inherited,1782614380.528148174
scene_0,1782614381.056610584,cam0,1782614381.056610584.png,1,轻度,inherited,1782614380.786371231
scene_0,1782614381.056610584,cam3,1782614381.056610584.png,1,轻度,inherited,1782614380.786371231
scene_0,1782614381.056610584,cam4,1782614381.056610584.png,1,轻度,inherited,1782614380.786371231
scene_0,1782614381.326495171,cam0,1782614381.326495171.png,1,轻度,inherited,1782614381.056610584
scene_0,1782614381.326495171,cam3,1782614381.326495171.png,1,轻度,inherited,1782614381.056610584
scene_0,1782614381.326495171,cam4,1782614381.326495171.png,1,轻度,inherited,1782614381.056610584
scene_0,1782614381.589428663,cam0,1782614381.589428663.png,1,轻度,inherited,1782614381.326495171
scene_0,1782614381.589428663,cam3,1782614381.589428663.png,1,轻度,inherited,1782614381.326495171
scene_0,1782614381.589428663,cam4,1782614381.589428663.png,1,轻度,inherited,1782614381.326495171
scene_0,1782614381.849002600,cam0,1782614381.849002600.png,1,轻度,inherited,1782614381.589428663
scene_0,1782614381.849002600,cam3,1782614381.849002600.png,1,轻度,inherited,1782614381.589428663
scene_0,1782614381.849002600,cam4,1782614381.849002600.png,1,轻度,inherited,1782614381.589428663
scene_0,1782614382.121610880,cam0,1782614382.121610880.png,1,轻度,inherited,1782614381.849002600
scene_0,1782614382.121610880,cam3,1782614382.121610880.png,1,轻度,inherited,1782614381.849002600
scene_0,1782614382.121610880,cam4,1782614382.121610880.png,1,轻度,inherited,1782614381.849002600
scene_0,1782614382.388147354,cam0,1782614382.388147354.png,1,轻度,inherited,1782614382.121610880
scene_0,1782614382.388147354,cam3,1782614382.388147354.png,1,轻度,inherited,1782614382.121610880
scene_0,1782614382.388147354,cam4,1782614382.388147354.png,1,轻度,inherited,1782614382.121610880
scene_0,1782614382.651066780,cam0,1782614382.651066780.png,1,轻度,inherited,1782614382.388147354
scene_0,1782614382.651066780,cam3,1782614382.651066780.png,1,轻度,inherited,1782614382.388147354
scene_0,1782614382.651066780,cam4,1782614382.651066780.png,1,轻度,inherited,1782614382.388147354
scene_0,1782614382.919326305,cam0,1782614382.919326305.png,1,轻度,inherited,1782614382.651066780
scene_0,1782614382.919326305,cam3,1782614382.919326305.png,1,轻度,inherited,1782614382.651066780
scene_0,1782614382.919326305,cam4,1782614382.919326305.png,1,轻度,inherited,1782614382.651066780
scene_0,1782614383.181524515,cam0,1782614383.181524515.png,1,轻度,inherited,1782614382.919326305
scene_0,1782614383.181524515,cam3,1782614383.181524515.png,1,轻度,inherited,1782614382.919326305
scene_0,1782614383.181524515,cam4,1782614383.181524515.png,1,轻度,inherited,1782614382.919326305
scene_0,1782614383.444626093,cam0,1782614383.444626093.png,1,轻度,inherited,1782614383.181524515
scene_0,1782614383.444626093,cam3,1782614383.444626093.png,1,轻度,inherited,1782614383.181524515
scene_0,1782614383.444626093,cam4,1782614383.444626093.png,1,轻度,inherited,1782614383.181524515
scene_0,1782614383.711968422,cam0,1782614383.711968422.png,1,轻度,inherited,1782614383.444626093
scene_0,1782614383.711968422,cam3,1782614383.711968422.png,1,轻度,inherited,1782614383.444626093
scene_0,1782614383.711968422,cam4,1782614383.711968422.png,1,轻度,inherited,1782614383.444626093
scene_0,1782614383.973230124,cam0,1782614383.973230124.png,1,轻度,inherited,1782614383.711968422
scene_0,1782614383.973230124,cam3,1782614383.973230124.png,1,轻度,inherited,1782614383.711968422
scene_0,1782614383.973230124,cam4,1782614383.973230124.png,1,轻度,inherited,1782614383.711968422
scene_0,1782614384.236196280,cam0,1782614384.236196280.png,1,轻度,inherited,1782614383.973230124
scene_0,1782614384.236196280,cam3,1782614384.236196280.png,1,轻度,inherited,1782614383.973230124
scene_0,1782614384.236196280,cam4,1782614384.236196280.png,1,轻度,inherited,1782614383.973230124
scene_0,1782614384.493401289,cam0,1782614384.493401289.png,1,轻度,inherited,1782614384.236196280
scene_0,1782614384.493401289,cam3,1782614384.493401289.png,1,轻度,inherited,1782614384.236196280
scene_0,1782614384.493401289,cam4,1782614384.493401289.png,1,轻度,inherited,1782614384.236196280
scene_0,1782614384.746375561,cam0,1782614384.746375561.png,1,轻度,inherited,1782614384.493401289
scene_0,1782614384.746375561,cam3,1782614384.746375561.png,1,轻度,inherited,1782614384.493401289
scene_0,1782614384.746375561,cam4,1782614384.746375561.png,1,轻度,inherited,1782614384.493401289
scene_0,1782614385.003964186,cam0,1782614385.003964186.png,1,轻度,inherited,1782614384.746375561
scene_0,1782614385.003964186,cam3,1782614385.003964186.png,1,轻度,inherited,1782614384.746375561
scene_0,1782614385.003964186,cam4,1782614385.003964186.png,1,轻度,inherited,1782614384.746375561
scene_0,1782614385.258911848,cam0,1782614385.258911848.png,1,轻度,inherited,1782614385.003964186
scene_0,1782614385.258911848,cam3,1782614385.258911848.png,1,轻度,inherited,1782614385.003964186
scene_0,1782614385.258911848,cam4,1782614385.258911848.png,1,轻度,inherited,1782614385.003964186
scene_0,1782614385.514306068,cam0,1782614385.514306068.png,1,轻度,inherited,1782614385.258911848
scene_0,1782614385.514306068,cam3,1782614385.514306068.png,1,轻度,inherited,1782614385.258911848
scene_0,1782614385.770021439,cam0,1782614385.770021439.png,1,轻度,inherited,1782614385.514306068
scene_0,1782614385.770021439,cam3,1782614385.770021439.png,1,轻度,inherited,1782614385.514306068
scene_0,1782614386.028570652,cam0,1782614386.028570652.png,1,轻度,inherited,1782614385.770021439
scene_0,1782614386.028570652,cam3,1782614386.028570652.png,1,轻度,inherited,1782614385.770021439
scene_0,1782614386.280508041,cam0,1782614386.280508041.png,1,轻度,inherited,1782614386.028570652
scene_0,1782614386.280508041,cam3,1782614386.280508041.png,1,轻度,inherited,1782614386.028570652
scene_0,1782614386.541060448,cam0,1782614386.541060448.png,1,轻度,inherited,1782614386.280508041
scene_0,1782614386.541060448,cam3,1782614386.541060448.png,1,轻度,inherited,1782614386.280508041
scene_0,1782614386.812285423,cam0,1782614386.812285423.png,1,轻度,inherited,1782614386.541060448
scene_0,1782614386.812285423,cam3,1782614386.812285423.png,1,轻度,inherited,1782614386.541060448
scene_0,1782614387.069149733,cam0,1782614387.069149733.png,1,轻度,inherited,1782614386.812285423
scene_0,1782614387.069149733,cam3,1782614387.069149733.png,1,轻度,inherited,1782614386.812285423
scene_0,1782614387.326107264,cam0,1782614387.326107264.png,1,轻度,inherited,1782614387.069149733
scene_0,1782614387.326107264,cam3,1782614387.326107264.png,1,轻度,inherited,1782614387.069149733
scene_0,1782614387.576106787,cam0,1782614387.576106787.png,1,轻度,inherited,1782614387.326107264
scene_0,1782614387.576106787,cam3,1782614387.576106787.png,1,轻度,inherited,1782614387.326107264
scene_0,1782614387.832753181,cam0,1782614387.832753181.png,1,轻度,inherited,1782614387.576106787
scene_0,1782614387.832753181,cam3,1782614387.832753181.png,1,轻度,inherited,1782614387.576106787
scene_0,1782614388.092647076,cam0,1782614388.092647076.png,1,轻度,inherited,1782614387.832753181
scene_0,1782614388.092647076,cam3,1782614388.092647076.png,1,轻度,inherited,1782614387.832753181
scene_0,1782614388.345349312,cam0,1782614388.345349312.png,1,轻度,inherited,1782614388.092647076
scene_0,1782614388.345349312,cam3,1782614388.345349312.png,1,轻度,inherited,1782614388.092647076
scene_0,1782614388.601461649,cam0,1782614388.601461649.png,1,轻度,inherited,1782614388.345349312
scene_0,1782614388.601461649,cam3,1782614388.601461649.png,1,轻度,inherited,1782614388.345349312
scene_0,1782614388.852347136,cam0,1782614388.852347136.png,1,轻度,inherited,1782614388.601461649
scene_0,1782614388.852347136,cam3,1782614388.852347136.png,1,轻度,inherited,1782614388.601461649
scene_0,1782614389.111822367,cam0,1782614389.111822367.png,1,轻度,inherited,1782614388.852347136
scene_0,1782614389.111822367,cam3,1782614389.111822367.png,1,轻度,inherited,1782614388.852347136
scene_0,1782614389.367603779,cam3,1782614389.367603779.png,1,轻度,inherited,1782614389.111822367
scene_0,1782614389.622698069,cam3,1782614389.622698069.png,1,轻度,inherited,1782614389.367603779
scene_0,1782614389.875258684,cam3,1782614389.875258684.png,1,轻度,inherited,1782614389.622698069
scene_0,1782614390.124576569,cam3,1782614390.124576569.png,1,轻度,inherited,1782614389.875258684
scene_0,1782614390.378428698,cam3,1782614390.378428698.png,1,轻度,inherited,1782614390.124576569
scene_0,1782614390.630442142,cam3,1782614390.630442142.png,1,轻度,inherited,1782614390.378428698
scene_0,1782614390.883052111,cam3,1782614390.883052111.png,1,轻度,inherited,1782614390.630442142
scene_0,1782614391.134454966,cam3,1782614391.134454966.png,1,轻度,inherited,1782614390.883052111
scene_0,1782614391.393244743,cam3,1782614391.393244743.png,1,轻度,inherited,1782614391.134454966
scene_0,1782614391.644792795,cam3,1782614391.644792795.png,1,轻度,inherited,1782614391.393244743
scene_0,1782614391.900219202,cam3,1782614391.900219202.png,1,轻度,inherited,1782614391.644792795
scene_0,1782614392.152667761,cam3,1782614392.152667761.png,1,轻度,inherited,1782614391.900219202
scene_0,1782614392.414394140,cam3,1782614392.414394140.png,1,轻度,inherited,1782614392.152667761
scene_0,1782614392.674852133,cam3,1782614392.674852133.png,1,轻度,inherited,1782614392.414394140
scene_0,1782614392.934433460,cam3,1782614392.934433460.png,1,轻度,inherited,1782614392.674852133
scene_0,1782614393.197158813,cam3,1782614393.197158813.png,1,轻度,inherited,1782614392.934433460
scene_0,1782614393.454955339,cam3,1782614393.454955339.png,1,轻度,inherited,1782614393.197158813
scene_0,1782614393.717573166,cam3,1782614393.717573166.png,1,轻度,inherited,1782614393.454955339
scene_0,1782614393.976610661,cam3,1782614393.976610661.png,1,轻度,inherited,1782614393.717573166
scene_0,1782614394.234020710,cam3,1782614394.234020710.png,1,轻度,inherited,1782614393.976610661
scene_0,1782614404.984601021,cam0,1782614404.984601021.png,1,轻度,manual,
scene_0,1782614405.246049643,cam0,1782614405.246049643.png,1,轻度,inherited,1782614404.984601021
scene_0,1782614405.511901379,cam0,1782614405.511901379.png,1,轻度,inherited,1782614405.246049643
scene_0,1782614405.771484375,cam0,1782614405.771484375.png,1,轻度,inherited,1782614405.511901379
scene_0,1782614406.033622503,cam0,1782614406.033622503.png,1,轻度,inherited,1782614405.771484375
scene_0,1782614406.298810959,cam0,1782614406.298810959.png,1,轻度,inherited,1782614406.033622503
scene_0,1782614406.563125849,cam0,1782614406.563125849.png,1,轻度,inherited,1782614406.298810959
scene_0,1782614406.822124720,cam0,1782614406.822124720.png,1,轻度,inherited,1782614406.563125849
scene_0,1782614407.082925320,cam0,1782614407.082925320.png,1,轻度,inherited,1782614406.822124720
scene_0,1782614407.344308853,cam0,1782614407.344308853.png,1,轻度,inherited,1782614407.082925320
scene_0,1782614407.610809088,cam0,1782614407.610809088.png,1,轻度,inherited,1782614407.344308853
scene_0,1782614407.866893530,cam0,1782614407.866893530.png,1,轻度,inherited,1782614407.610809088
scene_0,1782614408.119302988,cam0,1782614408.119302988.png,1,轻度,inherited,1782614407.866893530
scene_0,1782614408.371672392,cam0,1782614408.371672392.png,1,轻度,inherited,1782614408.119302988
scene_0,1782614408.622711182,cam0,1782614408.622711182.png,1,轻度,inherited,1782614408.371672392
scene_0,1782614408.877040386,cam0,1782614408.877040386.png,1,轻度,inherited,1782614408.622711182
scene_0,1782614409.129138470,cam0,1782614409.129138470.png,1,轻度,inherited,1782614408.877040386
scene_0,1782614409.389180899,cam0,1782614409.389180899.png,1,轻度,inherited,1782614409.129138470
scene_0,1782614409.640302658,cam0,1782614409.640302658.png,1,轻度,inherited,1782614409.389180899
scene_0,1782614409.894723177,cam0,1782614409.894723177.png,1,轻度,inherited,1782614409.640302658
scene_0,1782614410.149942636,cam0,1782614410.149942636.png,1,轻度,inherited,1782614409.894723177
scene_0,1782614410.407866716,cam0,1782614410.407866716.png,1,轻度,inherited,1782614410.149942636
scene_0,1782614410.661942005,cam0,1782614410.661942005.png,1,轻度,inherited,1782614410.407866716
scene_0,1782614410.912444592,cam0,1782614410.912444592.png,1,轻度,inherited,1782614410.661942005
scene_0,1782614411.166046858,cam0,1782614411.166046858.png,1,轻度,inherited,1782614410.912444592
scene_0,1782614411.427586079,cam0,1782614411.427586079.png,1,轻度,inherited,1782614411.166046858
scene_0,1782614411.680655241,cam0,1782614411.680655241.png,1,轻度,inherited,1782614411.427586079
scene_0,1782614411.931444645,cam0,1782614411.931444645.png,1,轻度,inherited,1782614411.680655241
scene_0,1782614412.187740326,cam0,1782614412.187740326.png,1,轻度,inherited,1782614411.931444645
scene_0,1782614412.440817356,cam0,1782614412.440817356.png,1,轻度,inherited,1782614412.187740326
scene_0,1782614412.702044487,cam0,1782614412.702044487.png,1,轻度,inherited,1782614412.440817356
scene_0,1782614412.960150242,cam0,1782614412.960150242.png,1,轻度,inherited,1782614412.702044487
scene_0,1782614413.213020802,cam0,1782614413.213020802.png,1,轻度,inherited,1782614412.960150242
scene_0,1782614413.465532541,cam0,1782614413.465532541.png,1,轻度,inherited,1782614413.213020802
scene_0,1782614413.720705509,cam0,1782614413.720705509.png,1,轻度,inherited,1782614413.465532541
scene_0,1782614413.976330042,cam0,1782614413.976330042.png,1,轻度,inherited,1782614413.720705509
scene_0,1782614414.233027935,cam0,1782614414.233027935.png,1,轻度,inherited,1782614413.976330042
scene_0,1782614414.487409353,cam0,1782614414.487409353.png,1,轻度,inherited,1782614414.233027935
scene_0,1782614414.734667063,cam0,1782614414.734667063.png,1,轻度,inherited,1782614414.487409353
scene_0,1782614414.998935223,cam0,1782614414.998935223.png,1,轻度,inherited,1782614414.734667063
scene_0,1782614415.259987593,cam0,1782614415.259987593.png,1,轻度,inherited,1782614414.998935223
scene_0,1782614415.517250061,cam0,1782614415.517250061.png,1,轻度,inherited,1782614415.259987593
scene_0,1782614415.776979923,cam0,1782614415.776979923.png,1,轻度,inherited,1782614415.517250061
scene_0,1782614416.033093929,cam0,1782614416.033093929.png,1,轻度,inherited,1782614415.776979923
scene_0,1782614416.293880224,cam0,1782614416.293880224.png,1,轻度,inherited,1782614416.033093929
scene_0,1782614416.554475546,cam0,1782614416.554475546.png,1,轻度,inherited,1782614416.293880224
scene_0,1782614416.820507050,cam0,1782614416.820507050.png,1,轻度,inherited,1782614416.554475546
scene_0,1782614417.080394745,cam0,1782614417.080394745.png,1,轻度,inherited,1782614416.820507050
scene_0,1782614417.338958263,cam0,1782614417.338958263.png,1,轻度,inherited,1782614417.080394745
scene_0,1782614417.598729372,cam0,1782614417.598729372.png,1,轻度,inherited,1782614417.338958263
scene_0,1782614417.859708786,cam0,1782614417.859708786.png,1,轻度,inherited,1782614417.598729372
scene_0,1782614417.859708786,cam5,1782614417.859708786.png,1,轻度,manual,
scene_0,1782614418.123825550,cam0,1782614418.123825550.png,1,轻度,inherited,1782614417.859708786
scene_0,1782614418.123825550,cam5,1782614418.123825550.png,1,轻度,inherited,1782614417.859708786
scene_0,1782614418.384424925,cam0,1782614418.384424925.png,1,轻度,inherited,1782614418.123825550
scene_0,1782614418.384424925,cam5,1782614418.384424925.png,1,轻度,inherited,1782614418.123825550
scene_0,1782614418.645897150,cam0,1782614418.645897150.png,1,轻度,inherited,1782614418.384424925
scene_0,1782614418.645897150,cam5,1782614418.645897150.png,1,轻度,inherited,1782614418.384424925
scene_0,1782614418.914714098,cam0,1782614418.914714098.png,1,轻度,inherited,1782614418.645897150
scene_0,1782614418.914714098,cam5,1782614418.914714098.png,1,轻度,inherited,1782614418.645897150
scene_0,1782614419.180335045,cam0,1782614419.180335045.png,1,轻度,inherited,1782614418.914714098
scene_0,1782614419.180335045,cam5,1782614419.180335045.png,1,轻度,inherited,1782614418.914714098
scene_0,1782614419.435557842,cam0,1782614419.435557842.png,1,轻度,inherited,1782614419.180335045
scene_0,1782614419.435557842,cam5,1782614419.435557842.png,1,轻度,inherited,1782614419.180335045
scene_0,1782614419.691493988,cam0,1782614419.691493988.png,1,轻度,inherited,1782614419.435557842
scene_0,1782614419.691493988,cam5,1782614419.691493988.png,1,轻度,inherited,1782614419.435557842
scene_0,1782614419.952634096,cam0,1782614419.952634096.png,1,轻度,inherited,1782614419.691493988
scene_0,1782614419.952634096,cam4,1782614419.952634096.png,1,轻度,manual,
scene_0,1782614419.952634096,cam5,1782614419.952634096.png,1,轻度,inherited,1782614419.691493988
scene_0,1782614420.208623409,cam0,1782614420.208623409.png,1,轻度,inherited,1782614419.952634096
scene_0,1782614420.208623409,cam4,1782614420.208623409.png,1,轻度,inherited,1782614419.952634096
scene_0,1782614420.208623409,cam5,1782614420.208623409.png,1,轻度,inherited,1782614419.952634096
scene_0,1782614420.460658312,cam0,1782614420.460658312.png,1,轻度,inherited,1782614420.208623409
scene_0,1782614420.460658312,cam4,1782614420.460658312.png,1,轻度,inherited,1782614420.208623409
scene_0,1782614420.460658312,cam5,1782614420.460658312.png,1,轻度,inherited,1782614420.208623409
scene_0,1782614420.714242220,cam0,1782614420.714242220.png,1,轻度,inherited,1782614420.460658312
scene_0,1782614420.714242220,cam4,1782614420.714242220.png,1,轻度,inherited,1782614420.460658312
scene_0,1782614420.714242220,cam5,1782614420.714242220.png,1,轻度,inherited,1782614420.460658312
scene_0,1782614420.969887495,cam0,1782614420.969887495.png,1,轻度,inherited,1782614420.714242220
scene_0,1782614420.969887495,cam4,1782614420.969887495.png,1,轻度,inherited,1782614420.714242220
scene_0,1782614420.969887495,cam5,1782614420.969887495.png,1,轻度,inherited,1782614420.714242220
scene_0,1782614421.222581863,cam0,1782614421.222581863.png,1,轻度,inherited,1782614420.969887495
scene_0,1782614421.222581863,cam4,1782614421.222581863.png,1,轻度,inherited,1782614420.969887495
scene_0,1782614421.222581863,cam5,1782614421.222581863.png,1,轻度,inherited,1782614420.969887495
scene_0,1782614421.476707697,cam0,1782614421.476707697.png,1,轻度,inherited,1782614421.222581863
scene_0,1782614421.476707697,cam4,1782614421.476707697.png,1,轻度,inherited,1782614421.222581863
scene_0,1782614421.476707697,cam5,1782614421.476707697.png,1,轻度,inherited,1782614421.222581863
scene_0,1782614421.728061438,cam0,1782614421.728061438.png,1,轻度,inherited,1782614421.476707697
scene_0,1782614421.728061438,cam3,1782614421.728061438.png,1,轻度,manual,
scene_0,1782614421.728061438,cam4,1782614421.728061438.png,1,轻度,inherited,1782614421.476707697
scene_0,1782614421.728061438,cam5,1782614421.728061438.png,1,轻度,inherited,1782614421.476707697
scene_0,1782614421.980087519,cam0,1782614421.980087519.png,1,轻度,inherited,1782614421.728061438
scene_0,1782614421.980087519,cam3,1782614421.980087519.png,1,轻度,inherited,1782614421.728061438
scene_0,1782614421.980087519,cam4,1782614421.980087519.png,1,轻度,inherited,1782614421.728061438
scene_0,1782614421.980087519,cam5,1782614421.980087519.png,1,轻度,inherited,1782614421.728061438
scene_0,1782614422.233057976,cam0,1782614422.233057976.png,1,轻度,inherited,1782614421.980087519
scene_0,1782614422.233057976,cam3,1782614422.233057976.png,1,轻度,inherited,1782614421.980087519
scene_0,1782614422.233057976,cam4,1782614422.233057976.png,1,轻度,inherited,1782614421.980087519
scene_0,1782614422.487633467,cam0,1782614422.487633467.png,1,轻度,inherited,1782614422.233057976
scene_0,1782614422.487633467,cam3,1782614422.487633467.png,1,轻度,inherited,1782614422.233057976
scene_0,1782614422.487633467,cam4,1782614422.487633467.png,1,轻度,inherited,1782614422.233057976
scene_0,1782614422.742863417,cam0,1782614422.742863417.png,1,轻度,inherited,1782614422.487633467
scene_0,1782614422.742863417,cam3,1782614422.742863417.png,1,轻度,inherited,1782614422.487633467
scene_0,1782614422.742863417,cam4,1782614422.742863417.png,1,轻度,inherited,1782614422.487633467
scene_0,1782614422.999006033,cam0,1782614422.999006033.png,1,轻度,inherited,1782614422.742863417
scene_0,1782614422.999006033,cam3,1782614422.999006033.png,1,轻度,inherited,1782614422.742863417
scene_0,1782614422.999006033,cam4,1782614422.999006033.png,1,轻度,inherited,1782614422.742863417
scene_0,1782614423.248937607,cam0,1782614423.248937607.png,1,轻度,inherited,1782614422.999006033
scene_0,1782614423.248937607,cam3,1782614423.248937607.png,1,轻度,inherited,1782614422.999006033
scene_0,1782614423.248937607,cam4,1782614423.248937607.png,1,轻度,inherited,1782614422.999006033
scene_0,1782614423.502661467,cam0,1782614423.502661467.png,1,轻度,inherited,1782614423.248937607
scene_0,1782614423.502661467,cam3,1782614423.502661467.png,1,轻度,inherited,1782614423.248937607
scene_0,1782614423.502661467,cam4,1782614423.502661467.png,1,轻度,inherited,1782614423.248937607
scene_0,1782614423.752816439,cam0,1782614423.752816439.png,1,轻度,inherited,1782614423.502661467
scene_0,1782614423.752816439,cam3,1782614423.752816439.png,1,轻度,inherited,1782614423.502661467
scene_0,1782614423.752816439,cam4,1782614423.752816439.png,1,轻度,inherited,1782614423.502661467
scene_0,1782614424.010635376,cam0,1782614424.010635376.png,1,轻度,inherited,1782614423.752816439
scene_0,1782614424.010635376,cam3,1782614424.010635376.png,1,轻度,inherited,1782614423.752816439
scene_0,1782614424.010635376,cam4,1782614424.010635376.png,1,轻度,inherited,1782614423.752816439
scene_0,1782614424.266995192,cam0,1782614424.266995192.png,1,轻度,inherited,1782614424.010635376
scene_0,1782614424.266995192,cam3,1782614424.266995192.png,1,轻度,inherited,1782614424.010635376
scene_0,1782614424.266995192,cam4,1782614424.266995192.png,1,轻度,inherited,1782614424.010635376
scene_0,1782614424.517922401,cam0,1782614424.517922401.png,1,轻度,inherited,1782614424.266995192
scene_0,1782614424.517922401,cam3,1782614424.517922401.png,1,轻度,inherited,1782614424.266995192
scene_0,1782614424.517922401,cam4,1782614424.517922401.png,1,轻度,inherited,1782614424.266995192
scene_0,1782614424.769476891,cam0,1782614424.769476891.png,1,轻度,inherited,1782614424.517922401
scene_0,1782614424.769476891,cam3,1782614424.769476891.png,1,轻度,inherited,1782614424.517922401
